Parameter Source Pipeline,Detection Pipeline(s),TIC,Full TOI ID,TOI Disposition,TIC Right Ascension,TIC Declination,TIC Right Ascension 2015.5,TIC Declination 2015.5,TMag Value,TMag Uncertainty,Epoch Value,Epoch Error,Orbital Period Value,Orbital Period Error,Transit Duration Value,Transit Duration Error,Transit Depth Value,Transit Depth Error,Sectors,Public Comment,Surface Gravity Value,Surface Gravity Uncertainty,Signal ID,Star Radius Value,Star Radius Error,Planet Radius Value,Planet Radius Error,Planet Equilibrium Temperature (K) Value,Effective Temperature Value,Effective Temperature Uncertainty,Effective Stellar Flux Value,Signal-to-noise,Luminosity,AB_Mag,Weight,Distance (pc)
spoc-s01-s36-b0A-CPKP,UNKNOWN,70899085,442.01,CP,64.1900021,-12.084015,64.19022121,-12.08486429,10.733,0.007,2196.115341,0.0005086,4.0520368,4.40E-06,1.560512785,0.04151744,5512.403319,112.85521,"[5, 32]",LP 714-47 b,4.64,0.01,1,0.607751012,0.018173,4.952313354,0.17886217,635.4908204,3779,157,38.54411942,44.85534,2.60E+32,11.17525768,0.3,100
spoc-s01-46-b0A,SPOC,270355392,4643.02,PC,32.21805063,4.306414822,32.21796633,4.306927588,10.6127,0.00735445,1415.856148,0.002394277,10.73869309,3.89E-05,1.337377638,1.2315575,772.007984,152.49132,"[4, 31, 42, 43]",potential multi; low SNR,4.72167,0.00870736,2,0.518020988,0.0153843,1.446354886,4.9624853,434.4750747,3782,157,8.421325773,7.297484,1.89E+32,11.05495768,0.3,100
spoc-s01-s46-b0A,SPOC,270355392,4643.01,PC,32.21805063,4.306414822,32.21796633,4.306927588,10.6127,0.00735445,2451.700418,0.003758796,5.025643798,1.71E-05,1.839296527,0.52505445,655.4111852,66.59149,"[4, 31, 42, 43]",potential multi,4.72167,0.00870736,1,0.518020988,0.0153843,1.366549122,1.1486199,559.6091095,3782,157,23.17715385,10.131058,1.89E+32,11.05495768,0.3,100
qlp-s38-tois,UNKNOWN,219195044,714.01,PC,92.391749,-53.823474,92.39241671,-53.82298795,11.5,0.017,2355.443079,0.0019142,4.3239398,1.46E-05,1.372,0.193,900,1.41779,"[1, 2, 4, 5, 6, 7, 8, 11, 12, 28, 31, 32, 33, 34, 35, 38]",potential multi planet system,4.438,0,1,0.47,0.01,1.48051,0.0761585,564,3782,0,16.8196,18,1.56E+32,11.94225768,0.3,100
spoc-s01-s39-b0A-PC,UNKNOWN,219195044,714.02,PC,92.391749,-53.823474,92.39241671,-53.82298795,11.5,0.017,1419.107846,0.001706858,10.17752526,3.58E-05,2.092820945,0.3249302,953.678712,70.3837,"[4, 5, 6, 7, 8, 11, 12, 28, 31, 32, 33, 34, 35, 38]",possible multi,4.438,0,2,0.473141015,0.0141473,1.553893923,0.41264367,423.3720746,3782,0,7.592937703,13.673494,1.58E+32,11.94225768,0.3,100
spoc-s01-s39-b0A-PC,SPOC,374829238,785.01,PC,88.337467,-65.633953,88.3372899,-65.63350021,11.466,0.017,1363.821446,0.011247206,18.62638803,0.000351527,15.69042231,0.9219414,424.9274807,45.43838,"[2, 3, 6, 7, 9, 10, 12, 13, 27, 29, 30, 33, 34, 36, 37, 39]",bad transit shape; consistent centroid offset,4.438,0,1,0.561300993,0.0166798,1.178390172,0.27808923,366.9670386,3783,0,4.285773653,8.328106,2.23E+32,11.90825768,0.3,100
qlp-s06-faintsearch,QLP,95057860,4201.01,PC,90.4746718,-13.4613977,90.47472368,-13.46137096,13.501,0.008,1485.286309,0.0008542,3.5809733,0.0003732,2.18,0.115,36850,19.5244,[6],found in faint-star QLP search,4.64,0.01,1,0.61,0.02,12.0428,0.469155,702,3790,157,40.4443,50,2.65E+32,13.94325768,0.3,100
spoc-s14-s55-b0A-KP,SPOC,137899948,4446.01,KP,292.8729028,41.06426564,292.8729292,41.06417273,14.9826,0.00776726,2420.803667,0.002000892,2.455238834,8.15E-06,1.732327092,0.09519274,44130.16059,1605.0383,"[40, 41, 54, 55]",Kepler-45 b,4.63873,0.0126343,1,0.614822984,0.0197802,12.99286305,0.65082085,756.7539667,3792,157,77.50680348,27.592943,2.70E+32,15.42485768,0.3,100
qlp-s63-faintsearch,QLP,376800517,6505.01,PC,153.470495,-63.4900886,153.4705265,-63.49014313,14.199,0.007,3020.4559,0.0037199,15.8951857,0.0002036,3.711,0.602,40821,3774.98,"[37, 63]",found in faint-star QLP search,4.67,0.01,1,0.57,0.02,11.9336,0.724781,443,3792,157,6.40691,14,2.32E+32,14.64125768,0.3,100
qlp-s43-faintsearch,QLP,306401382,5311.01,PC,32.3333988,21.4520054,32.33340444,21.45185563,13.655,0.007,2453.71507,0.0023694,39.0536929,0.0028443,2.239,0.394,32970,87.2476,"[42, 43]",found in faint-star QLP search,4.57,0.01,1,0.7,0.02,13.5254,0.823376,225,3793,157,0.431293,22,3.50E+32,14.09725768,0.3,100
spoc-s01-s36-b0A-CPKP,SPOC,234994474,134.01,CP,350.0313,-60.0652,350.0285917,-60.06572924,9.169,0.019,1326.033161,0.000652927,1.401524516,5.99E-06,1.321992956,0.108556986,619.1240151,38.093296,"[1, 28]",L 168-9 b,4.67812,0.063226,1,0.597006977,0.01815,1.739564929,0.13575211,891.637662,3794,69,149.3738653,15.280327,2.55E+32,9.611257675,0.3,100
spoc-s01-s39-b0A-PC,UNKNOWN,237920046,873.01,PC,56.7343,-63.3373,56.73663627,-63.33687842,12.055,0.04,1326.222712,0.001967891,5.931205102,2.64E-05,2.057703304,0.38463053,916.3053141,89.97431,"[1, 2, 3, 4, 11, 28, 29, 30, 31, 34, 38]",check neighbors; low SNR,4.74005,0.340758,1,0.520399988,0.0154554,1.688235406,0.51171046,518.0277696,3797,64,17.01896586,10.211816,1.94E+32,12.49725768,0.3,100
qlp-s31-tois,CTOI,168751223,2331.01,PC,62.6713455,-32.9925259,62.67153473,-32.99244018,13.367,0.007,2167.334911,0.0027532,4.7150942,2.39E-05,2.436,0.791,7460,3117.45,"[4, 5, 31]",2 stars in pixel; possible odd-even; CTOI from Marco Montalto,4.67,0.01,1,0.57,0.02,7.48939,3.52456,919,3798,157,118.46,14,2.33E+32,13.80925768,0.3,100
qlp-s45-faintsearch,QLP,87405719,5416.01,PC,103.0099626,25.2020322,103.010116,25.20130039,12.933,0.007,2537.052957,0.0025535,13.0152698,0.0030654,3.251,0.742,18700,64.5872,[45],found in faint-star QLP search,4.72,0.01,1,0.52,0.02,7.36631,0.509875,502,3799,157,10.6129,22,1.94E+32,13.37525768,0.3,100
qlp-s63-ffi,QLP,306996324,776.01,CP,178.5766,-37.5527,178.577997,-37.55335684,9.652,0.04,3013.811167,0.0033256,15.6653204,5.58E-05,2.972,1.206,1351,138.842,"[10, 37, 63]",TOI-776 c / TOI 776.01,4.73575,0.338566,1,0.53,0.02,2.02611,0.132178,542,3806,66,14.4076,15,2.03E+32,10.09425768,0.3,100
qlp-s63-ffi,QLP,306996324,776.02,CP,178.5766,-37.5527,178.577997,-37.55335684,9.652,0.04,3031.06683,0.0025422,8.2466307,3.44E-05,2.78,1.054,1286,2462.6,"[10, 37, 63]",TOI 776.02 / TOI-776 b,4.73575,0.338566,2,0.53,0.02,3.35821,1.26439,961,3806,66,141.981,18,2.03E+32,10.09425768,0.3,100
qlp-s45-ffi,SPOC/QLP,307809773,4599.01,PC,99.2949955,17.5648151,99.29154287,17.56626957,7.899,0.008,2547.761053,0.0010623,2.7695085,7.16E-05,1.232,0.246,650,3.84284,"[43, 44, 45]",potential multi; potential L1 candidate ,4.77,0.01,1,0.47,0.01,1.47334,0.109683,1014,3807,157,175.614,32,1.60E+32,8.341257675,0.3,100
qlp-s45-ffi,QLP,203289099,5111.01,PC,136.3614253,21.6687003,136.3614923,21.66858863,11.754,0.007,2548.775667,0.0050306,3.3557196,1.18E-05,1.608,0.075,1060,0.113476,"[44, 45]",K2-344 b,4.68,0.01,1,0.56,0.02,1.92525,0.0614842,675,3807,157,34.6017,21,2.27E+32,12.19625768,0.3,100
qlp-s45-ffi,SPOC/QLP,307809773,4599.02,PC,99.2949955,17.5648151,99.29154287,17.56626957,7.899,0.008,2547.422942,0.0010147,5.7057959,0.000129,0.892,0.128,830,532.071,"[43, 44, 45]",HD 260655 c; TOI 4599.02,4.77,0.01,2,0.47,0.01,3.57973,1.18615,653,3807,157,30.1876,29,1.60E+32,8.341257675,0.3,100
spoc-s01-s36-b02-L1,SPOC,251086776,4312.01,PC,37.54790723,-3.404903713,37.54758826,-3.405124939,10.4779,0.00784495,1434.864936,0.002668255,726.1175225,0.000421563,2.25433676,0.33717096,1707.692781,171.93939,"[4, 31]",low SNR; potential stellar variability; ~ 726 is longest possible period; may be shorter period,4.69366,0.010723,1,0.550329983,0.0173641,2.438529589,0.47190765,228.0606305,3808,157,0.639325879,10.535669,2.20E+32,10.92015768,0.3,100
qlp-s62-faintsearch,QLP,445522339,6493.01,PC,112.9814094,-49.1347574,112.9812853,-49.13412144,12.48,0.008,3007.949022,0.0015254,3.0667073,6.70E-06,1.486,0.287,3497,242.685,"[7, 8, 34, 35, 61, 62]",found in faint-star QLP search,4.68,0.01,1,0.57,0.02,3.39378,0.171446,687,3808,157,37.0044,21,2.36E+32,12.92225768,0.3,100
spoc-s14-s60-b0A-PC,SPOC,312862941,1638.01,PC,15.32175969,55.69794753,15.32154529,55.69801041,12.1312,0.0073706,2908.44105,0.0006818,0.915062301,8.86E-06,0.666272846,0.051903915,4304.932222,324.28793,"[17, 18, 58]",potential phase synchronization,4.56875,0.0122909,1,0.701237023,0.0205528,5.386904044,0.3441965,1109.366025,3810,157,357.9484179,17.75692,3.57E+32,12.57345768,0.3,100
qlp-s58-faintsearch,QLP,202869426,6307.01,PC,36.4507064,42.1546456,36.45054024,42.15457786,14.662,0.008,2909.820633,0.0031277,2.4589458,0.000452,1.553,0.241,31394,3578.62,[58],found in faint-star QLP search,4.63,0.01,1,0.62,0.02,12.6341,0.784622,728,3810,157,46.8448,15,2.79E+32,15.10425768,0.3,100
qlp-s09-faintsearch,QLP,74197917,4261.01,PC,137.2850474,-46.1846589,137.2850307,-46.18464889,13.768,0.006,1567.169341,0.0044464,1.5040804,0.0002519,2.955,0.322,6130,9.92064,"[8, 9, 35, 36]",found in faint-star QLP search,,,1,,,,,1354,3810.2,529.9,558.567,20,0,14.21025768,0.3,100
qlp-s08-faintsearch,QLP,154616309,3397.01,PC,122.2170215,-28.9378658,122.2170927,-28.93782421,13.315,0.007,2248.508703,0.0026846,3.6250244,1.63E-05,2.209,0.291,11380,18.0147,"[7, 8, 34]",found in faint-star QLP search,4.63,0.01,1,0.63,0.02,6.80665,0.356151,751,3811,157,53.0463,15,2.89E+32,13.75725768,0.3,100
qlp-s19-faintsearch,QLP,468777766,3750.01,PC,76.4236784,67.8204042,76.42377272,67.82031758,12.986,0.007,1826.425862,0.001625,12.4844641,0.0014759,2.827,0.499,17130,21.3373,[19],found in faint-star QLP search,4.63,0.01,1,0.63,0.02,8.49489,0.407563,463,3815,157,7.652,27,2.90E+32,13.42825768,0.3,100
qlp-s49-ffi,SPOC,119584412,1801.01,PC,175.5765586,23.02685511,175.5755995,23.02703347,9.85623,0.0073104,2648.619735,0.0029315,10.6439385,6.87E-05,2.713,0.385,1240,2.21031,"[22, 49]",period updated to ~10.64 days with qlp-s49-ffi,4.69775,0.00975382,1,0.55,0.02,1.98891,0.107449,504,3815,157,10.7276,12,2.21E+32,10.29848768,0.3,100
qlp-s56-faintsearch,QLP,434186655,6150.01,PC,340.9918601,22.2889794,340.9920885,22.28889335,13.516,0.007,2851.633598,0.0013806,1.3094686,0.0001183,1.108,0.284,18418,21405.6,[56],found in faint-star QLP search,4.6,0.01,1,0.66,0.02,13.7943,4.12586,1067,3818,157,215.564,19,3.19E+32,13.95825768,0.3,100
qlp-s61-faintsearch,QLP,452867348,6408.01,PC,120.5763477,2.5048496,120.5764159,2.50471066,13.998,0.009,2986.095759,0.0039964,8.0924283,0.0030755,2.047,0.353,21701,2222.61,[61],found in faint-star QLP search,4.58,0.01,1,0.69,0.02,11.0971,0.67287,469,3821,157,8.0575,12,3.50E+32,14.44025768,0.3,100
spoc-s01-s36-b0A-PC,SPOC,146776480,2605.01,PC,124.3550254,-34.46464265,124.3565884,-34.46685227,10.4767,0.00728286,2978.593736,0.0009226,20.6006151,3.59E-05,1.471628819,0.043022793,12106.67022,307.5715,"[8, 34, 35, 61, 62]",Gaia DR2 RV error 7.74 km/s; v-shaped; some odd-even,4.74216,0.00792815,1,0.494574994,0.0147011,8.178286381,3.5458872,347.8112006,3821,157,3.458559536,53.09645,1.80E+32,10.91895768,0.3,100
spoc-s14-s50-b02,SPOC,147923561,5715.01,PC,165.7403386,69.91630514,165.739289,69.91613066,11.4201,0.00728814,1684.158741,0.002456993,6.282298358,3.58E-05,2.005533782,0.5272032,596.0990736,74.42296,"[14, 20, 21, 40, 41, 47, 48]",low SNR,4.73676,0.00806714,1,0.500739992,0.0148125,1.307923993,0.6967864,519.687077,3827,157,17.23807125,7.647205,1.85E+32,11.86235768,0.3,100
qlp-s54-faintsearch,QLP,151728428,5850.01,PC,304.8826126,-8.2983615,304.8827056,-8.298523285,10.995,0.008,2786.271015,0.0013008,3.9997367,0.0004463,0.384,0.111,7460,27104.2,[54],found in faint-star QLP search,4.62,0.01,1,0.64,0.02,13.8899,11.5657,367,3827,157,3.03288,13,3.03E+32,11.43725768,0.3,100
spoc-s01-s39-b02-tier1,SPOC,307849973,4567.01,PC,128.5058935,-66.768388,128.5065853,-66.76854873,11.9212,0.00731487,1543.8625,0.001207942,0.840934296,1.08E-05,1.015319333,0.44071305,526.8011816,73.10165,"[9, 11, 35, 36, 37, 38]",weak signal; possibly SV; potential multi,4.64404,0.0109469,1,0.608497977,0.0180226,1.413282427,2.684161,1088.334031,3830,157,331.5658841,9.030376,2.75E+32,12.36345768,0.3,100
qlp-s37-faintsearch,QLP,124235800,4898.01,PC,197.3422688,-32.8292447,197.3416711,-32.8294537,11.928,0.007,2330.01077,0.0020555,2.7652293,1.03E-05,1.262,0.219,2390,6.07417,"[10, 37]",found in faint-star QLP search,4.62,0.01,1,0.64,0.02,3.48557,0.201627,667,3830,157,33.0144,14,3.04E+32,12.37025768,0.3,100
spoc-s01-s39-b02-tier1,SPOC,307849973,4567.02,PC,128.5058935,-66.768388,128.5065853,-66.76854873,11.9212,0.00731487,1548.585409,0.008521351,23.54222212,0.000329879,3.568035656,0.60387236,1298.956031,181.96413,"[9, 11, 35, 36, 37, 38]",weak signal; possible multi; potential L1 planet,4.64404,0.0109469,2,0.608497977,0.0180226,2.562290878,0.34091938,358.4267489,3830,157,3.900521299,8.639816,2.75E+32,12.36345768,0.3,100
spoc-s14-s60-b0A-PC,SPOC,240968774,1467.01,PC,19.11392939,49.23377998,19.11464411,49.2331382,10.5977,0.00730051,1766.989118,0.001121119,5.971135667,1.37E-05,1.547867071,0.384534,1437.108603,108.99147,"[17, 18, 58]",,4.74552,0.00770691,1,0.490736991,0.0145151,1.872114505,1.216491,525.9795517,3834,157,18.08824552,12.412292,1.79E+32,11.03995768,0.3,100
spoc-s01-s36-b0A-PC,UNKNOWN,170849515,555.01,PC,70.3398,-32.3203,70.33976651,-32.32041747,14.915,0.061,1438.147508,0.000585034,1.941636568,3.26E-06,1.932135837,0.08019122,32945.13478,1000.52655,"[5, 31, 32]",,4.72608,0.400388,1,0.633668005,0.0202681,11.75690439,0.5201643,857.3252177,3837,133,127.6742735,29.584158,3.00E+32,15.35725768,0.3,100
spoc-s14-s60-b0A-CP,SPOC,163539739,1278.01,CP,320.4789187,35.64882678,320.4784442,35.64862498,11.7819,0.00733255,2826.540249,0.001675587,14.47510623,1.79E-05,1.618248389,0.09846702,9618.579853,447.69815,"[15, 55, 56]",TOI-1278 b,4.69364,0.00934387,1,0.55035001,0.0160576,8.697617256,9.471797,407.866275,3841,157,6.54021745,23.134491,2.27E+32,12.22415768,0.3,100
spoc-s56-b02,SPOC,434116397,5955.01,PC,355.466992,14.10710422,355.4678332,14.10680251,10.3224,0.00724394,2825.845336,0.002200794,0.590238673,8.35E-05,1.045052047,0.16586141,518.7240999,57.798515,[56],low SNR; two stars in pixel; possibly asymmetric transits,4.6589,0.0104867,1,0.590924025,0.0174113,1.68029012,0.17729063,1216.168509,3844,157,517.0065166,9.309872,2.63E+32,10.76465768,0.3,100
qlp-s58-faintsearch,QLP,186810676,6303.01,PC,46.7804646,40.1473263,46.78065016,40.14717398,12.939,0.007,2901.013491,0.0009429,9.4852479,2.07E-05,2.713,0.141,32417,1509.31,"[18, 58]",found in faint-star QLP search,4.63,0.01,1,0.63,0.02,12.3024,0.468122,488,3848,157,9.45481,36,3.00E+32,13.38125768,0.3,100
spoc-s14-s60-b0A-PC,SPOC,332477926,1754.01,PC,265.5943747,57.44782394,265.5943097,57.44777065,11.7229,0.00734034,2662.802224,0.0034167,16.21432169,6.85E-05,3.839524945,0.20868565,1553.706434,82.28461,"[14, 15, 16, 17, 18, 19, 20, 21, 23, 24, 25, 26, 40, 41, 47, 48, 49, 50, 51, 52, 53, 54, 55, 57, 58, 59, 60]",L1 candidate; v-shaped,4.65688,0.0106348,1,0.593294978,0.0175759,2.823507456,0.14136812,404.1671972,3849,157,6.306163873,20.657053,2.66E+32,12.16515768,0.3,100
qlp-s47-tois,QLP,147892178,5207.01,PC,142.7294398,71.740374,142.7292333,71.7402568,13.275,0.007,2585.838983,0.0038425,24.6951647,0.0001775,3.696,0.411,13290,13.8769,"[14, 20, 40, 41, 47]",found in faint-star QLP search,4.68,0.01,1,0.56,0.02,6.41046,0.298545,372,3850,157,3.18912,18,2.38E+32,13.71725768,0.3,100
spoc-s01-s36-b02-L1,SPOC,313889049,4349.01,PC,0.128238741,-26.23153694,0.129574151,-26.231082,11.7463,0.006,1355.68965,0.005415323,749.1605231,0.00804294,4.989421063,0.7835969,1750.980169,189.76117,"[2, 29]",two transits; actual period likely shorter than 749.2 days; another star in the pixel,4.71539,0.135062,1,0.558169007,0.0637437,2.343895974,0.9431504,109.0750517,3851,125.312,0.033452048,8.911839,2.36E+32,12.18855768,0.3,100
qlp-s49-tois,SPOC/QLP,153951307,1238.01,PC,201.3823979,68.83626556,201.3823387,68.83606784,11.2582,0.00734257,2659.536902,0.0025958,3.2947591,1.21E-05,1.655,0.265,1320,1.97257,"[14, 15, 21, 22, 41, 49]",potential multi,4.63168,0.010987,1,0.62,0.02,2.36106,0.118456,719,3853,157,44.5658,21,2.92E+32,11.70045768,0.3,100
qlp-s49-tois,SPOC,153951307,1238.02,PC,201.3823979,68.83626556,201.3823387,68.83606784,11.2582,0.00734257,2662.769331,0.0038725,0.7645787,4.00E-06,1.08,0.285,380,2.40229,"[14, 15, 21, 22, 41, 49]",TOI 1238 c,4.63168,0.010987,2,0.62,0.02,1.33541,0.1132,1244,3853,157,398.218,9,2.92E+32,11.70045768,0.3,100
spoc-s14-s41-b0A-CP,CTOI,172370679,1899.01,CP,299.4266476,40.14326518,299.4268472,40.14334625,12.5826,0.00731517,2439.215254,0.012871722,29.09022715,7.39E-05,4.676982563,0.10876425,37562.33327,656.51215,"[14, 15, 41, 53]",alerted as single transit; now a duo-transit; CTOI from Planet Hunters; period updated to reflect period for TESS CP TOI-1899 b,4.63619,0.0110121,1,0.617862999,0.0181815,12.18265167,0.41291898,323.8830195,3854,157,2.600600965,62.05948,2.90E+32,13.02485768,0.3,100
spoc-s15-b02,SPOC,267561446,1284.01,PC,311.5132524,56.86633897,311.5136507,56.86714965,12.5313,0.00728101,1711.815604,0.00334577,1.283251,0.00030644,2.012261,0.3679059,1961.318203,136.80847,"[15, 16]",Potential L1 candidate; check 267561450,4.68499,0.00984891,1,0.560391,0.0165845,2.558112,0.8317096,923.6720985,3855,157,172.0252913,11.733728,2.39E+32,12.97355768,0.3,100
qlp-s16-faintsearch,QLP,305478010,3580.01,PC,330.2705705,38.5299174,330.2713021,38.53028363,13.297,0.007,1762.231266,0.0016564,3.121339,0.0001901,4.331,0.173,26300,6.56512,"[15, 16]",found in faint-star QLP search,4.69,0.01,1,0.56,0.02,9.21314,0.317389,1091,3858,157,235.634,38,2.40E+32,13.73925768,0.3,100
spoc-s22-b02,SPOC,138762614,1802.01,PC,164.2549881,24.88242621,164.2553131,24.88233794,11.1341,0.00732451,1904.154502,0.004145894,16.79611073,0.005796182,3.498930248,0.6141709,1816.275598,202.90366,[22],2 transits; second transit is ramp-like; possibly instrument noise or systematic,4.66612,0.0103418,1,0.582436,0.0172029,2.506645667,1.018664,397.8391483,3859,157,5.920400244,8.492437,2.59E+32,11.57635768,0.3,100
qlp-s48-tois,SPOC,95337971,5139.01,PC,153.3850515,19.94850437,153.3844528,19.94821739,12.7263,0.0074871,2626.883017,0.0041837,5.9471027,0.000448,1.544,0.409,3540,1955.36,"[45, 46, 48]",low SNR,4.65384,0.011004,1,0.6,0.02,7.14437,2.91129,732,3859,157,47.8442,10,2.75E+32,13.16855768,0.3,100
spoc-s01-s39-b0A-PC,SPOC,210873792,900.01,PC,245.9056,-31.3731,245.9051291,-31.37357435,12.036,0.059,1626.484539,0.00558137,4.849410816,5.62E-05,5.226636803,0.60119057,1341.940126,123.974266,"[12, 39]",slight centroid offset to NE,4.71767,0.400347,1,0.680710971,0.0617663,2.765034063,0.4910216,700.3482517,3861,142,56.85611713,9.014666,3.55E+32,12.47825768,0.3,100
qlp-s41-faintsearch,QLP,123041007,5245.01,PC,279.0579055,42.519305,279.0578859,42.51927634,14.579,0.008,2446.067776,0.0019255,0.4305826,5.61E-05,0.435,0.129,15510,1230.04,[41],found in faint-star QLP search,4.58,0.02,1,0.69,0.03,12.4063,2.70006,986,3861,157,156.925,16,3.65E+32,15.02125768,0.3,100
spoc-s14-s60-b0A-PC,SPOC,321688498,2290.01,PC,321.599668,68.64035581,321.5995816,68.64053118,11.1079,0.007291,1764.986586,0.000883103,0.386219722,9.10E-06,0.91224448,0.32260457,437.6381201,54.123974,"[17, 18, 24, 25, 57, 58]",low SNR,4.67991,0.0101502,1,0.566304028,0.0169066,1.19887821,2.0433514,1386.598594,3863,157,873.6229278,10.763916,2.46E+32,11.55015768,0.3,100
spoc-s14-s55-b0A-PC,SPOC,71268730,5375.01,PC,113.7842393,71.40059086,113.7848935,71.4006727,12.456,0.00854518,2580.736149,0.0003254,1.721557543,1.41E-06,1.741152516,0.01620373,31815.40601,316.04227,"[40, 47, 53]",orbital period close to variability period; active host,4.62323,0.0113623,1,0.633426011,0.0187028,11.48011454,0.3511035,877.7434298,3865,157,140.2785768,113.69737,3.09E+32,12.89825768,0.3,100
qlp-s06-faintsearch,QLP,317417916,2781.01,PC,87.82053,-13.3809478,87.82041626,-13.38104392,12.94,0.007,2226.428052,0.001509,2.7636665,9.10E-06,1.279,0.194,6370,13.876,"[6, 33]",found in faint-star QLP search,4.57,0.02,1,0.7,0.02,5.94208,0.353204,673,3868,157,34.207,17,3.78E+32,13.38225768,0.3,100
spoc-s14-s60-b0A-PC,SPOC,236934937,2291.01,PC,304.2989144,65.87100109,304.2990529,65.87155927,11.9959,0.00724682,2620.204225,0.0053628,9.405876954,2.25E-05,1.556032232,0.23701163,1425.933018,123.229774,"[15, 16, 17, 18, 21, 24, 25, 41, 48, 51, 52, 55, 56, 57, 58, 59]",centroid scatter between sectors,4.75875,0.00699799,1,0.475701004,0.0139575,1.977595967,0.31728247,451.5202868,3869,157,9.822681751,11.860927,1.75E+32,12.43815768,0.3,100
spoc-s14-s50-b02,SPOC,103605399,5729.01,PC,151.2130622,69.16645083,151.210123,69.16496872,12.6265,0.00727549,1886.836539,0.011308852,554.4989676,0.001003375,2.905236314,0.4655814,6058.594759,898.4934,"[14, 20, 21, 40, 41, 47]",low SNR,4.80522,0.00474439,1,0.423548013,0.0125883,3.888337108,0.48383665,240.8825959,3870,157,0.795687788,9.085244,1.39E+32,13.06875768,0.3,100
spoc-s14-s60-b0A-PC,SPOC,441798995,2269.03,PC,264.147791,77.12612177,264.1478956,77.12621631,11.9521,0.00731793,1686.456214,0.001931704,10.40291108,3.17E-05,1.3721731,0.25180936,824.1851185,90.77041,"[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 40, 41, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60]",possible multi,4.69525,0.00946245,3,0.548484027,0.0161609,1.846590363,0.26620564,458.4764117,3872,157,10.44212739,9.171828,2.33E+32,12.39435768,0.3,100
qlp-s56-tois,SPOC,441798995,2269.02,PC,264.147791,77.12612177,264.1478956,77.12621631,11.9521,0.00731793,2849.641958,0.0038658,2.8411415,1.33E-05,1.174,0.431,530,90.5312,"[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 40, 41, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56]",potential multi; low MES,4.69525,0.00946245,2,0.55,0.02,1.42162,0.123241,682,3872,157,35.9524,9,2.34E+32,12.39435768,0.3,100
qlp-s63-faintsearch,QLP,382187347,6521.01,PC,81.2376173,-57.0354705,81.23758474,-57.03547667,14.92,0.008,3033.08159,0.0009768,3.581253,5.90E-06,1.874,0.102,41493,1793.79,"[31, 36, 37, 39, 61, 62, 63]",found in faint-star QLP search,4.66,0.01,1,0.58,0.02,12.2522,0.489378,661,3873,157,31.7588,40,2.61E+32,15.36225768,0.3,100
spoc-s14-s60-b0A-PC,SPOC,470987100,1732.01,PC,111.8014993,53.04508676,111.8014509,53.04526838,11.3266,0.00728011,2601.239901,0.002775,4.119223119,1.43E-05,2.184167457,0.5088356,1236.504245,93.31554,"[20, 47, 60]",potential L1 planet,4.62394,0.011413,1,0.632570982,0.0187445,2.223662922,1.6888051,657.7908482,3876,157,44.24582621,12.32325,3.11E+32,11.76885768,0.3,100
spoc-s14-s60-b0A-PC,QLP,289895191,3583.01,PC,315.882229,48.6878872,315.8821996,48.68789479,12.066,0.006,2819.110717,0.0022314,5.246250123,0.000450762,5.702662038,0.14147413,8285.71648,255.29626,"[15, 16, 55, 56]",found in faint-star QLP search; no stellar radius; host is likely red giant due to Gaia plx + Teff / log g,,,1,,,,,1048.960397,3882,201,286.1260306,32.98919,0,12.50825768,0.3,100
